조 번호,조항 번호,조(키워드),요약 내용,통합 내용
제97조,제97조,제97조(위반 효력),취업규칙 기준에 미달하는 근로계약은 무효이며 무효 부분은 취업규칙을 따름으로써 근로자의 하한선을 보호한다.,제97조(위반 효력) 취업규칙 기준에 미달하는 근로계약은 무효이며 무효 부분은 취업규칙을 따름으로써 근로자의 하한선을 보호한다.
제98조,제98조 1항,제98조(기숙사 자유),사용자는 부속 기숙사에 거주하는 근로자의 사생활 자유를 침해해서는 안 되며 개인의 독립된 생활을 보장해야 한다.,제98조(기숙사 자유) 사용자는 부속 기숙사에 거주하는 근로자의 사생활 자유를 침해해서는 안 되며 개인의 독립된 생활을 보장해야 한다.
제98조,제98조 2항,제98조(자치 존중),사용자는 기숙사 자치에 필요한 임원 선거에 간섭할 수 없으며 근로자의 자율적인 기숙사 운영권을 보장해야 한다.,제98조(자치 존중) 사용자는 기숙사 자치에 필요한 임원 선거에 간섭할 수 없으며 근로자의 자율적인 기숙사 운영권을 보장해야 한다.
제99조,제99조 1항,제99조(기숙사 규칙),"부속 기숙사를 운영하는 사용자는 기상, 취침, 외출 등 정해진 사항에 관한 기숙사규칙을 반드시 작성해야 한다.","제99조(기숙사 규칙) 부속 기숙사를 운영하는 사용자는 기상, 취침, 외출 등 정해진 사항에 관한 기숙사규칙을 반드시 작성해야 한다."
제99조,제99조 1항 1호,제99조(생활 수칙),"기상, 취침, 외출 및 외박에 관한 사항을 기숙사규칙에 포함해야 하며 사용자가 임의로 주거를 구속할 수 없다.","제99조(생활 수칙) 기상, 취침, 외출 및 외박에 관한 사항을 기숙사규칙에 포함해야 하며 사용자가 임의로 주거를 구속할 수 없다."
제99조,제99조 1항 2호,제99조(행사 사항),기숙사 내 행사에 관한 사항을 규칙에 명시하여 행사 강요나 부당한 참여 제한이 발생하지 않도록 해야 한다.,제99조(행사 사항) 기숙사 내 행사에 관한 사항을 규칙에 명시하여 행사 강요나 부당한 참여 제한이 발생하지 않도록 해야 한다.
제99조,제99조 1항 3호,제99조(식사 사항),기숙사 식사에 관한 사항을 규칙에 기재하여 근로자에게 건강하고 위생적인 급식을 제공할 의무가 있다.,제99조(식사 사항) 기숙사 식사에 관한 사항을 규칙에 기재하여 근로자에게 건강하고 위생적인 급식을 제공할 의무가 있다.
제99조,제99조 1항 4호,제99조(안전 보건),기숙사 내 안전과 보건에 관한 사항을 명시하여 화재 및 질병으로부터 근로자를 보호할 환경을 조성해야 한다.,제99조(안전 보건) 기숙사 내 안전과 보건에 관한 사항을 명시하여 화재 및 질병으로부터 근로자를 보호할 환경을 조성해야 한다.
제99조,제99조 1항 5호,제99조(설비 관리),건설물과 설비의 관리에 관한 사항을 규칙에 포함하여 안전한 주거 시설을 상시 유지하고 보수할 의무가 있다.,제99조(설비 관리) 건설물과 설비의 관리에 관한 사항을 규칙에 포함하여 안전한 주거 시설을 상시 유지하고 보수할 의무가 있다.
제99조,제99조 1항 6호,제99조(공통 사항),기숙사 근로자 전체에 적용될 주요 사항을 규칙에 명시하여 평등하고 질서 있는 주거 생활을 보장해야 한다.,제99조(공통 사항) 기숙사 근로자 전체에 적용될 주요 사항을 규칙에 명시하여 평등하고 질서 있는 주거 생활을 보장해야 한다.
제99조,제99조 2항,제99조(작성 동의),기숙사규칙 작성·변경 시 기숙사 거주 근로자 과반수 대표의 동의를 얻어야 하며 사용자가 일방적으로 변경 못 한다.,제99조(작성 동의) 기숙사규칙 작성·변경 시 기숙사 거주 근로자 과반수 대표의 동의를 얻어야 하며 사용자가 일방적으로 변경 못 한다.
제99조,제99조 3항,제99조(준수 의무),사용자와 근로자는 작성된 기숙사규칙을 엄격히 지켜야 하며 규칙을 어겨 주거 질서를 어지럽히는 행위를 금한다.,제99조(준수 의무) 사용자와 근로자는 작성된 기숙사규칙을 엄격히 지켜야 하며 규칙을 어겨 주거 질서를 어지럽히는 행위를 금한다.
제100조,제100조,제100조(설치 기준),"부속 기숙사 설치·운영 시 대통령령으로 정하는 구조, 설비, 면적 등의 기준을 반드시 충족하여야 한다.","제100조(설치 기준) 부속 기숙사 설치·운영 시 대통령령으로 정하는 구조, 설비, 면적 등의 기준을 반드시 충족하여야 한다."
제100조,제100조 1항 1호,제100조(구조 설비),기숙사의 구조와 설비에 관한 법정 기준을 준수해야 하며 낡거나 위험한 시설에 근로자를 거주시키는 것을 금한다.,제100조(구조 설비) 기숙사의 구조와 설비에 관한 법정 기준을 준수해야 하며 낡거나 위험한 시설에 근로자를 거주시키는 것을 금한다.
제100조,제100조 1항 2호,제100조(설치 장소),소음이나 유해 물질로부터 안전한 장소에 기숙사를 설치해야 하며 부적절한 장소에 기숙사를 두는 행위를 금지한다.,제100조(설치 장소) 소음이나 유해 물질로부터 안전한 장소에 기숙사를 설치해야 하며 부적절한 장소에 기숙사를 두는 행위를 금지한다.
제100조,제100조 1항 3호,제100조(주거 환경),"채광, 환기 등 쾌적한 주거 환경 조성 기준을 충족해야 하며 근로자의 건강을 해치는 열악한 환경 제공을 금한다.","제100조(주거 환경) 채광, 환기 등 쾌적한 주거 환경 조성 기준을 충족해야 하며 근로자의 건강을 해치는 열악한 환경 제공을 금한다."
제100조,제100조 1항 4호,제100조(거주 면적),1인당 최소 거주 면적 기준을 반드시 준수해야 하며 좁은 공간에 과다 인원을 수용하여 인권을 침해할 수 없다.,제100조(거주 면적) 1인당 최소 거주 면적 기준을 반드시 준수해야 하며 좁은 공간에 과다 인원을 수용하여 인권을 침해할 수 없다.
제100조,제100조 1항 5호,제100조(쾌적성 유지),안전하고 쾌적한 주거를 위해 필요한 대통령령의 기타 기준을 상시 충족하여 근로자의 주거 권리를 보호해야 한다.,제100조(쾌적성 유지) 안전하고 쾌적한 주거를 위해 필요한 대통령령의 기타 기준을 상시 충족하여 근로자의 주거 권리를 보호해야 한다.
제100조,제100조의2,제100조(유지 관리),사용자는 기숙사 시설에 대해 근로자의 건강 유지와 사생활 보호를 위한 조치를 지속적으로 시행할 의무가 있다.,제100조(유지 관리) 사용자는 기숙사 시설에 대해 근로자의 건강 유지와 사생활 보호를 위한 조치를 지속적으로 시행할 의무가 있다.
제101조,제101조 1항,제101조(감독 기관),"근로조건 확보를 위해 고용노동부와 소속 기관에 근로감독관을 두며, 사용자는 감독관의 적법한 조사를 수용해야 한다.","제101조(감독 기관) 근로조건 확보를 위해 고용노동부와 소속 기관에 근로감독관을 두며, 사용자는 감독관의 적법한 조사를 수용해야 한다."
제101조,제101조 2항,제101조(감독관 자격),"근로감독관의 자격 및 임면 등에 관한 사항은 대통령령을 따르며, 무자격자의 부당한 감독 행위를 방지한다.","제101조(감독관 자격) 근로감독관의 자격 및 임면 등에 관한 사항은 대통령령을 따르며, 무자격자의 부당한 감독 행위를 방지한다."
제101조,제101조 (법),제101조(권한 의무),감독관의 권한과 의무는 노동감독관 직무집행법을 따르며 사용자는 감독관의 정당한 직무 수행을 방해할 수 없다.,제101조(권한 의무) 감독관의 권한과 의무는 노동감독관 직무집행법을 따르며 사용자는 감독관의 정당한 직무 수행을 방해할 수 없다.
제102조,제102조 1항,제102조(현장 조사),"근로감독관은 사업장 현장조사, 서류 제출 요구 및 심문을 할 수 있으며 사용자는 이 권한 행사를 거부할 수 없다.","제102조(현장 조사) 근로감독관은 사업장 현장조사, 서류 제출 요구 및 심문을 할 수 있으며 사용자는 이 권한 행사를 거부할 수 없다."
제102조,제102조 2항,제102조(의사 검진),의사인 감독관 등은 질병 의심 근로자를 검진할 수 있으며 사용자는 근로자의 건강 확인을 위한 검진을 방해 못 한다.,제102조(의사 검진) 의사인 감독관 등은 질병 의심 근로자를 검진할 수 있으며 사용자는 근로자의 건강 확인을 위한 검진을 방해 못 한다.
제102조,제102조 3항,제102조(신분 제시),현장조사 및 검진 시 신분증과 지령서를 반드시 제시해야 하며 사용자는 정당한 증명 없는 조사를 거부할 권리가 있다.,제102조(신분 제시) 현장조사 및 검진 시 신분증과 지령서를 반드시 제시해야 하며 사용자는 정당한 증명 없는 조사를 거부할 권리가 있다.
제102조,제102조 4항,제102조(지령서 명시),"지령서에는 일시, 장소, 범위를 분명하게 적어야 하며 사용자는 명시된 범위를 벗어난 과도한 조사에 대응할 수 있다.","제102조(지령서 명시) 지령서에는 일시, 장소, 범위를 분명하게 적어야 하며 사용자는 명시된 범위를 벗어난 과도한 조사에 대응할 수 있다."
제102조,제102조 5항,제102조(사법경찰권),근로감독관은 노동법 위반 죄에 대해 사법경찰관의 직무를 수행하며 사용자는 범죄 수사 절차에 성실히 임해야 한다.,제102조(사법경찰권) 근로감독관은 노동법 위반 죄에 대해 사법경찰관의 직무를 수행하며 사용자는 범죄 수사 절차에 성실히 임해야 한다.
제102조,제102조의2 1항,제102조(자료 요청),장관은 조건 보호를 위해 관계 기관에 정보 제공을 요청할 수 있으며 사용자는 기관 간 정보 공유를 피할 수 없다.,제102조(자료 요청) 장관은 조건 보호를 위해 관계 기관에 정보 제공을 요청할 수 있으며 사용자는 기관 간 정보 공유를 피할 수 없다.
제102조,제102조의2 1항 1호,제102조(소득 정보),사업소득 및 근로소득 관련 정보를 요청할 수 있으며 사용자는 소득 정보를 허위로 보고하거나 은폐할 수 없다.,제102조(소득 정보) 사업소득 및 근로소득 관련 정보를 요청할 수 있으며 사용자는 소득 정보를 허위로 보고하거나 은폐할 수 없다.
제102조,제102조의2 1항 2호,제102조(고용 정보),고용보험 가입 및 보수 관련 정보를 활용할 수 있으며 사용자는 보험 관련 자료를 적법하게 유지·관리해야 한다.,제102조(고용 정보) 고용보험 가입 및 보수 관련 정보를 활용할 수 있으며 사용자는 보험 관련 자료를 적법하게 유지·관리해야 한다.
제102조,제102조의2 1항 3호,제102조(기타 자료),조건 보호를 위해 필요한 기타 정보를 요청할 수 있으며 사용자는 법적 근거가 있는 자료 요청에 협조해야 한다.,제102조(기타 자료) 조건 보호를 위해 필요한 기타 정보를 요청할 수 있으며 사용자는 법적 근거가 있는 자료 요청에 협조해야 한다.
제102조,제102조의2 2항,제102조(협조 의무),자료 요청을 받은 기관장은 정당한 사유 없이 거절할 수 없으며 사용자는 관계 기관의 적법한 조사를 수용해야 한다.,제102조(협조 의무) 자료 요청을 받은 기관장은 정당한 사유 없이 거절할 수 없으며 사용자는 관계 기관의 적법한 조사를 수용해야 한다.
제102조,제102조의2 3항,제102조(수수료 면제),"제공되는 자료의 수수료는 면제되며, 정보 활용을 활성화하여 사용자의 법 위반 행위를 철저히 감독한다.","제102조(수수료 면제) 제공되는 자료의 수수료는 면제되며, 정보 활용을 활성화하여 사용자의 법 위반 행위를 철저히 감독한다."
제103조,제103조,제103조(비밀 엄수),근로감독관은 직무상 알게 된 비밀을 엄수해야 하며 퇴직 후에도 비밀을 누설하는 행위를 엄격히 금지한다.,제103조(비밀 엄수) 근로감독관은 직무상 알게 된 비밀을 엄수해야 하며 퇴직 후에도 비밀을 누설하는 행위를 엄격히 금지한다.
제104조,제104조 1항,제104조(위반 신고),법 위반 사실 발생 시 근로자는 감독 기관에 신고할 수 있으며 사용자는 근로자의 정당한 신고 권리를 방해 못 한다.,제104조(위반 신고) 법 위반 사실 발생 시 근로자는 감독 기관에 신고할 수 있으며 사용자는 근로자의 정당한 신고 권리를 방해 못 한다.
제104조,제104조 2항,제104조(불이익 금지),신고를 이유로 해고 등 불리한 처우를 하는 것을 절대 금지하며 위반 시 사용자는 가중 처벌을 받게 된다.,제104조(불이익 금지) 신고를 이유로 해고 등 불리한 처우를 하는 것을 절대 금지하며 위반 시 사용자는 가중 처벌을 받게 된다.
제104조,제104조 (법),제104조(신고 보호),법 위반 통보를 이유로 한 해고 및 불이익 처분은 원천 무효이며 사용자는 신고자에 대한 보복 행위를 중단해야 한다.,제104조(신고 보호) 법 위반 통보를 이유로 한 해고 및 불이익 처분은 원천 무효이며 사용자는 신고자에 대한 보복 행위를 중단해야 한다.
제105조,제105조,제105조(수사 전담),"노동법 위반 수사는 검사와 근로감독관이 전담하며, 타 수사 기관의 부당한 개입을 배제하여 전문적 수사를 보장한다.","제105조(수사 전담) 노동법 위반 수사는 검사와 근로감독관이 전담하며, 타 수사 기관의 부당한 개입을 배제하여 전문적 수사를 보장한다."
제106조,제106조,제106조(권한 위임),장관 권한의 일부를 지방관서장에게 위임할 수 있으며 사용자는 현지 관서의 적법한 감독 및 처분에 따라야 한다.,제106조(권한 위임) 장관 권한의 일부를 지방관서장에게 위임할 수 있으며 사용자는 현지 관서의 적법한 감독 및 처분에 따라야 한다.
제107조,제107조 (조),제107조(중범죄 벌칙),"강제근로, 폭행 등 중대한 법 위반 시 5년 이하 징역 또는 5천만 원 이하 벌금에 처하며 무거운 형사 책임을 가한다.","제107조(중범죄 벌칙) 강제근로, 폭행 등 중대한 법 위반 시 5년 이하 징역 또는 5천만 원 이하 벌금에 처하며 무거운 형사 책임을 가한다."
제107조,제107조 1항,제107조(벌칙 적용),"금품 청산, 임금 지급, 가산 수당 위반 등 주요 경제적 의무 위반자에게 형사 처벌을 부과하며 지불 회피를 금한다.","제107조(벌칙 적용) 금품 청산, 임금 지급, 가산 수당 위반 등 주요 경제적 의무 위반자에게 형사 처벌을 부과하며 지불 회피를 금한다."
제107조,제107조 2항,제107조(반의사불벌),임금 체불 등 일부 위반은 피해자의 명시적 의사에 반해 처벌할 수 없으나 고의 체불 시 사용자는 처벌될 수 있다.,제107조(반의사불벌) 임금 체불 등 일부 위반은 피해자의 명시적 의사에 반해 처벌할 수 없으나 고의 체불 시 사용자는 처벌될 수 있다.
제108조,제108조 (조),제108조(감독관 벌칙),감독관이 법 위반 사실을 고의로 묵과하면 3년 이하 징역 등에 처하며 감독관의 부정한 유착 및 직무 유기를 금한다.,제108조(감독관 벌칙) 감독관이 법 위반 사실을 고의로 묵과하면 3년 이하 징역 등에 처하며 감독관의 부정한 유착 및 직무 유기를 금한다.
제108조,제108조 (법),제108조(묵과 금지),"법 위반을 알고도 방치한 감독관은 엄중 처벌되며, 사용자는 감독관에게 묵과를 청탁하는 부정한 행위를 할 수 없다.","제108조(묵과 금지) 법 위반을 알고도 방치한 감독관은 엄중 처벌되며, 사용자는 감독관에게 묵과를 청탁하는 부정한 행위를 할 수 없다."
제109조,제109조 1항,제109조(벌칙 적용),"임금 지급, 괴롭힘 피해자 불이익 처우 위반 시 3년 이하 징역 등에 처하며 사용자의 권력 남용을 형사 처벌한다.","제109조(벌칙 적용) 임금 지급, 괴롭힘 피해자 불이익 처우 위반 시 3년 이하 징역 등에 처하며 사용자의 권력 남용을 형사 처벌한다."
제109조,제109조 2항,제109조(공소 제기),임금 위반 등에 대해 피해자 의사를 존중하여 공소 제기 여부를 결정하나 사용자는 법적 책임을 면하기 위해 노력해야 한다.,제109조(공소 제기) 임금 위반 등에 대해 피해자 의사를 존중하여 공소 제기 여부를 결정하나 사용자는 법적 책임을 면하기 위해 노력해야 한다.
제109조,제109조 1항 (신규),제109조(여성 보호),"여성/연소자 유해 업무 사용, 괴롭힘 신고자 불이익 처우 시 형사 처벌하며 사용자의 약자 보호 의무를 강제한다.","제109조(여성 보호) 여성/연소자 유해 업무 사용, 괴롭힘 신고자 불이익 처우 시 형사 처벌하며 사용자의 약자 보호 의무를 강제한다."
제110조,제110조,제110조(처벌 강화),반복적인 근로조건 위반은 징역형 등 강력한 처벌로 이어지며 사용자는 법을 준수하여 형사 리스크를 관리해야 한다.,제110조(처벌 강화) 반복적인 근로조건 위반은 징역형 등 강력한 처벌로 이어지며 사용자는 법을 준수하여 형사 리스크를 관리해야 한다.
제110조,제110조 1항 1호,제110조(기본권 벌칙),"공민권 행사, 해고 예고, 주휴일 보장 등 기본적인 근로조건 위반 시 2년 이하의 징역 등에 처하며 엄격히 규제한다.","제110조(기본권 벌칙) 공민권 행사, 해고 예고, 주휴일 보장 등 기본적인 근로조건 위반 시 2년 이하의 징역 등에 처하며 엄격히 규제한다."
제110조,제110조 1항 2호,제110조(명령 불이행),특별 연장 근로 중지 등 행정 관청의 명령을 위반한 자에게 2년 이하의 징역 등을 부과하여 공적 감독 권한을 보장한다.,제110조(명령 불이행) 특별 연장 근로 중지 등 행정 관청의 명령을 위반한 자에게 2년 이하의 징역 등을 부과하여 공적 감독 권한을 보장한다.
제111조,제111조,제111조(구제명령 미이행),확정된 부당해고 구제명령을 끝내 이행하지 않는 사용자는 1년 이하의 징역 등에 처하며 판결의 실효성을 강제한다.,제111조(구제명령 미이행) 확정된 부당해고 구제명령을 끝내 이행하지 않는 사용자는 1년 이하의 징역 등에 처하며 판결의 실효성을 강제한다.
제112조,제112조 1항,제112조(고발 의무),"확정 구제명령 미이행죄는 노동위원회의 고발이 있어야 공소를 제기할 수 있으며, 위원회는 법 위반 엄단 의무를 가짐.","제112조(고발 의무) 확정 구제명령 미이행죄는 노동위원회의 고발이 있어야 공소를 제기할 수 있으며, 위원회는 법 위반 엄단 의무를 가짐."
제112조,제112조 2항,제112조(고발 요청),검사는 구제명령 미이행 위반 사실이 있으면 노동위원회에 고발을 요청할 수 있으며 기관 간 공조로 법 위반을 추적한다.,제112조(고발 요청) 검사는 구제명령 미이행 위반 사실이 있으면 노동위원회에 고발을 요청할 수 있으며 기관 간 공조로 법 위반을 추적한다.
제113조,제113조,제113조(비상시 벌칙),출산 등 비상시 임금 지급 의무(제45조)를 위반한 자는 1천만 원 이하의 벌금에 처하며 긴급 소득 보장 의무를 강제한다.,제113조(비상시 벌칙) 출산 등 비상시 임금 지급 의무(제45조)를 위반한 자는 1천만 원 이하의 벌금에 처하며 긴급 소득 보장 의무를 강제한다.
제114조,제114조 1항 1호,제114조(일반 위반),"균등 처우, 서면 계약, 위약 예정 금지 등 절차적 의무 위반 시 500만 원 이하의 벌금을 부과하여 법 준수를 유도한다.","제114조(일반 위반) 균등 처우, 서면 계약, 위약 예정 금지 등 절차적 의무 위반 시 500만 원 이하의 벌금을 부과하여 법 준수를 유도한다."
제114조,제114조 2항 2호,제114조(취업규칙 변경),장관의 취업규칙 변경 명령을 위반한 자는 500만 원 이하의 벌금에 처하며 부당한 사내 규정 유지를 엄격히 금지한다.,제114조(취업규칙 변경) 장관의 취업규칙 변경 명령을 위반한 자는 500만 원 이하의 벌금에 처하며 부당한 사내 규정 유지를 엄격히 금지한다.
제114조,제114조의2,제114조(벌칙 재확인),제17조(계약서 교부) 등 핵심 서면 의무 위반 행위에 대해 반복적으로 벌칙을 명시하여 사업주의 주의 의무를 강조한다.,제114조(벌칙 재확인) 제17조(계약서 교부) 등 핵심 서면 의무 위반 행위에 대해 반복적으로 벌칙을 명시하여 사업주의 주의 의무를 강조한다.
제114조,제114조의2,제114조(벌칙 재확인),제17조(계약서 교부) 등 핵심 서면 의무 위반 행위에 대해 반복적으로 벌칙을 명시하여 사업주의 주의 의무를 강조한다.,제114조(벌칙 재확인) 제17조(계약서 교부) 등 핵심 서면 의무 위반 행위에 대해 반복적으로 벌칙을 명시하여 사업주의 주의 의무를 강조한다.
제114조,제114조의2,제114조(벌칙 재확인),제17조(계약서 교부) 등 핵심 서면 의무 위반 행위에 대해 반복적으로 벌칙을 명시하여 사업주의 주의 의무를 강조한다.,제114조(벌칙 재확인) 제17조(계약서 교부) 등 핵심 서면 의무 위반 행위에 대해 반복적으로 벌칙을 명시하여 사업주의 주의 의무를 강조한다.
제115조,제115조,제115조(양벌규정),대리인이나 종업원이 법을 위반하면 행위자뿐만 아니라 사업주에게도 벌금형을 과하며 사용자 관리 책임을 엄중히 물다.,제115조(양벌규정) 대리인이나 종업원이 법을 위반하면 행위자뿐만 아니라 사업주에게도 벌금형을 과하며 사용자 관리 책임을 엄중히 물다.
제116조,제116조 1항,제116조(친족 괴롭힘),사용자뿐만 아니라 친족 근로자가 괴롭힘을 가한 경우에도 과태료를 부과하여 특수관계인의 권력 남용을 차단한다.,제116조(친족 괴롭힘) 사용자뿐만 아니라 친족 근로자가 괴롭힘을 가한 경우에도 과태료를 부과하여 특수관계인의 권력 남용을 차단한다.
제116조,제116조 1항 1호,제116조(괴롭힘 벌칙),직장 내 괴롭힘 발생 시 조사 및 보호 의무 미이행 등 사용자 의무 위반에 대해 강력한 과태료를 부과하여 이행을 강제한다.,제116조(괴롭힘 벌칙) 직장 내 괴롭힘 발생 시 조사 및 보호 의무 미이행 등 사용자 의무 위반에 대해 강력한 과태료를 부과하여 이행을 강제한다.
제116조,제116조 1항 2호,제116조(임금 유용),건설업 수급인이 받은 임금 비용을 타 용도로 사용한 경우 1천만 원 이하 과태료를 가하며 임금의 목적 외 사용을 금한다.,제116조(임금 유용) 건설업 수급인이 받은 임금 비용을 타 용도로 사용한 경우 1천만 원 이하 과태료를 가하며 임금의 목적 외 사용을 금한다.
제116조,제116조 2항 1호,제116조(행정 위반),법령 게시 및 사용증명서 교부 등 사소해 보이는 행정 의무 누락 시에도 과태료를 가하여 근로자의 권익을 상시 보호한다.,제116조(행정 위반) 법령 게시 및 사용증명서 교부 등 사소해 보이는 행정 의무 누락 시에도 과태료를 가하여 근로자의 권익을 상시 보호한다.
제116조,제116조 2항 2호,제116조(기록 위반),근로자 명부 정정 및 보존 규정 위반 행위는 과태료 대상이며 사용자는 인사 기록의 정확성을 유지할 법적 의무가 있다.,제116조(기록 위반) 근로자 명부 정정 및 보존 규정 위반 행위는 과태료 대상이며 사용자는 인사 기록의 정확성을 유지할 법적 의무가 있다.
제116조,제116조 2항 3호,제116조(절차 위반),"임신기 단축 거부, 괴롭힘 비밀 유지 위반 등 개별 절차 위반 시 과태료를 부과하여 근로자의 안전과 권리를 보호한다.","제116조(절차 위반) 임신기 단축 거부, 괴롭힘 비밀 유지 위반 등 개별 절차 위반 시 과태료를 부과하여 근로자의 안전과 권리를 보호한다."
제116조,제116조 2항 4호,제116조(신고 위반),취업규칙 및 기숙사규칙의 미신고 행위는 과태료 처분 대상이며 사용자는 사내 규정의 공적 관리 의무를 다해야 한다.,제116조(신고 위반) 취업규칙 및 기숙사규칙의 미신고 행위는 과태료 처분 대상이며 사용자는 사내 규정의 공적 관리 의무를 다해야 한다.
제116조,제116조 2항 5호,제116조(감독 방해),감독관에게 거짓 서류를 제출하는 등 행정 조사를 기피하는 자에게 과태료를 가하며 철저한 감독 환경을 조성한다.,제116조(감독 방해) 감독관에게 거짓 서류를 제출하는 등 행정 조사를 기피하는 자에게 과태료를 가하며 철저한 감독 환경을 조성한다.
제116조,제116조 3항,제116조(부과 절차),과태료의 부과 및 징수 절차는 대통령령에 따르며 국가 기관은 공정하게 행정벌을 집행하여 법의 실효성을 유지해야 한다.,제116조(부과 절차) 과태료의 부과 및 징수 절차는 대통령령에 따르며 국가 기관은 공정하게 행정벌을 집행하여 법의 실효성을 유지해야 한다.
